id,scientific_name,common_name,issue,level,parts,notes,reason
AAA1166,Rosa 'Flower Carpet Red',Flower Carpet Red,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1169,Rosa 'Garden Party',Garden Party,level_too_high_for_note,moderate,flower,Light fruity scent.,Fragrance note sounds weaker than the stored level.
AAA1171,Rosa 'Gold Medal',Gold Medal,level_too_high_for_note,moderate,flower,Light tea and fruit scent.,Fragrance note sounds weaker than the stored level.
AAA1176,Rosa 'Home Run',Home Run,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1178,Rosa 'Iceberg',Iceberg,unsupported_level,faint,flower,Light honey scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1179,Rosa 'Ingrid Bergman',Ingrid Bergman,unsupported_level,faint,flower,Light tea-rose scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1181,Rosa 'Joseph's Coat',Joseph's Coat,unsupported_level,faint,flower,Light tea scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1185,Rosa 'Knock Out',Knock Out,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1187,Rosa 'Louis Philippe',Louis Philippe,level_too_high_for_note,moderate,flower,Light sweet China-rose scent.,Fragrance note sounds weaker than the stored level.
AAA1188,Rosa 'Macy's Pride',Macy's Pride,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1190,Rosa 'Marilyn Monroe',Marilyn Monroe,unsupported_level,faint,flower,Light tea-rose scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1192,Rosa 'Meidiland Red',Meidiland Red,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1195,Rosa 'Nearly Wild',Nearly Wild,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1196,Rosa 'New Dawn',New Dawn,level_too_high_for_note,moderate,flower,Light sweet apple scent.,Fragrance note sounds weaker than the stored level.
AAA1197,Rosa 'Old Blush',Old Blush,level_too_high_for_note,moderate,flower,Light sweet-pea scent.,Fragrance note sounds weaker than the stored level.
AAA1199,Rosa 'Olympiad',Olympiad,unsupported_level,faint,flower,Light tea-rose scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1200,Rosa 'Oso Easy Double Red',Oso Easy Double Red,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1201,Rosa 'Pascali',Pascali,unsupported_level,faint,flower,Light fresh scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1203,Rosa 'Peace',Peace,level_too_high_for_note,moderate,flower,Light sweet fruity scent.,Fragrance note sounds weaker than the stored level.
AAA1205,Rosa 'Pink Knock Out',Pink Knock Out,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1206,Rosa 'Pink Promise',Pink Promise,level_too_high_for_note,moderate,flower,Light old-rose scent.,Fragrance note sounds weaker than the stored level.
AAA1207,Rosa 'Playboy',Playboy,unsupported_level,faint,flower,Light tea scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1208,Rosa 'Popcorn',Popcorn,unsupported_level,faint,flower,Light honey scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1210,Rosa 'Queen Elizabeth',Queen Elizabeth,level_too_high_for_note,moderate,flower,Light sweet tea-rose scent.,Fragrance note sounds weaker than the stored level.
AAA1211,Rosa 'Queen of Sweden',Queen of Sweden,level_too_high_for_note,moderate,flower,Light myrrh and old-rose scent.,Fragrance note sounds weaker than the stored level.
AAA1212,Rosa 'Rainbow Knock Out',Rainbow Knock Out,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1213,Rosa 'Rainbow's End',Rainbow's End,unsupported_level,faint,flower,Very light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1215,Rosa 'Savoy Hotel',Savoy Hotel,level_too_high_for_note,moderate,flower,Light sweet scent.,Fragrance note sounds weaker than the stored level.
AAA1216,Rosa 'Scarlet Meidiland',Scarlet Meidiland,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1218,Rosa 'Sexy Rexy',Sexy Rexy,unsupported_level,faint,flower,Light spicy scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1220,Rosa 'Showbiz',Showbiz,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1221,Rosa 'Simplicity',Simplicity,unsupported_level,faint,flower,Light tea scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1223,Rosa 'St. Patrick',St. Patrick,unsupported_level,faint,flower,Light tea-rose scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1231,Rosa 'Tournament of Roses',Tournament of Roses,unsupported_level,faint,flower,Light scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1233,Rosa 'Veterans Honor',Veterans Honor,level_too_high_for_note,moderate,flower,Light raspberry scent.,Fragrance note sounds weaker than the stored level.
AAA1241,Rosa glauca,Red-Leaved Rose,unsupported_level,faint,flower,Mild sweet fragrance.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1246,Rosmarinus officinalis,Rosemary,non_flower_fragrance_hidden,strong,leaf,Pungent pine-camphor aroma from needle-like leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1248,Rubus fruticosus,Pilated-Leaved Blackberry,non_flower_fragrance_hidden,moderate,fruit,Rich berry aroma when ripe.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1249,Rubus idaeus,Red Raspberry,non_flower_fragrance_hidden,moderate,fruit,Distinctive sweet raspberry aroma from raspberry ketone and related compounds.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1250,Rubus occidentalis,Black Raspberry,unsupported_level,faint,"flower,fruit",,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1250,Rubus occidentalis,Black Raspberry,missing_notes,faint,"flower,fruit",,Non-none fragrance should have notes for the card copy.
AAA1251,Rubus spectabilis,Salmonberry,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1251,Rubus spectabilis,Salmonberry,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1254,Rudbeckia subtomentosa,Sweet Black-Eyed Susan,non_flower_fragrance_hidden,moderate,leaf,"anise, vanilla",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1260,Ruta graveolens,Rue,non_flower_fragrance_hidden,strong,leaf,Sharp pungent aroma—acrid to many people.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1261,Sabal minor,Dwarf Palmetto,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1261,Sabal minor,Dwarf Palmetto,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1268,Salvia apiana,White Sage,non_flower_fragrance_hidden,strong,leaf,"Distinctive camphor-sage fragrance, stronger and more pungent than culinary sage.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1269,Salvia azurea,Giant Blue Sage,non_flower_fragrance_hidden,moderate,leaf,Sage-like aromatic foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1271,Salvia coccinea,Tropical Sage,unsupported_level,faint,leaf,Mild sage scent from crushed leaves.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1271,Salvia coccinea,Tropical Sage,non_flower_fragrance_hidden,faint,leaf,Mild sage scent from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1273,Salvia farinacea,Mealy Blue Sage,non_flower_fragrance_hidden,moderate,leaf,Sage-like aromatic foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1274,Salvia greggii,Autumn Sage,non_flower_fragrance_hidden,moderate,leaf,Sage-like aromatic foliage when bruised.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1275,Salvia guaranitica,Anise-Scented Sage,non_flower_fragrance_hidden,moderate,leaf,Mild licorice-anise scent from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1275,Salvia guaranitica,Anise-Scented Sage,level_too_high_for_note,moderate,leaf,Mild licorice-anise scent from crushed leaves.,Fragrance note sounds weaker than the stored level.
AAA1276,Salvia leucantha,Mexican Bush Sage,unsupported_level,faint,leaf,Mild herbaceous sage scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1276,Salvia leucantha,Mexican Bush Sage,non_flower_fragrance_hidden,faint,leaf,Mild herbaceous sage scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1277,Salvia leucophylla,Purple Sage,non_flower_fragrance_hidden,strong,leaf,Powerful herbal-resinous scent; camphor and cineole are the allelopathic volatile compounds.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1278,Salvia lycioides,Canyon Sage,non_flower_fragrance_hidden,moderate,leaf,Aromatic sage-like foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1279,Salvia microphylla,Baby Sage,non_flower_fragrance_hidden,strong,leaf,Distinct blackcurrant or fruit-punch aroma when foliage is crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1280,Salvia nemorosa,Purple Wood Sage,non_flower_fragrance_hidden,moderate,leaf,Pungent sage-mint aroma when leaves are brushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1281,Salvia officinalis,Garden Sage,non_flower_fragrance_hidden,strong,leaf,Pungent warm herbal aroma from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1282,Salvia patens,Gentian Sage,unsupported_level,faint,leaf,Mild herbaceous scent from crushed leaves.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1282,Salvia patens,Gentian Sage,non_flower_fragrance_hidden,faint,leaf,Mild herbaceous scent from crushed leaves.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1283,Salvia pratensis,Meadow Sage,non_flower_fragrance_hidden,moderate,leaf,sage-like aromatic,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1284,Salvia regla,Mountain Sage,unsupported_level,faint,leaf,Sage-like herbal scent when leaves bruised.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1284,Salvia regla,Mountain Sage,non_flower_fragrance_hidden,faint,leaf,Sage-like herbal scent when leaves bruised.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1286,Salvia splendens,Scarlet Sage,unsupported_level,faint,leaf,Mild herbal scent when leaves are crushed.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1286,Salvia splendens,Scarlet Sage,non_flower_fragrance_hidden,faint,leaf,Mild herbal scent when leaves are crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1287,Salvia texana,Texas Sage,non_flower_fragrance_hidden,moderate,leaf,Sage-like aromatic foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1288,Salvia verticillata,Whorled Clary,non_flower_fragrance_hidden,moderate,leaf,sage-like,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1289,Salvia x sylvestris,Valencian Clary,non_flower_fragrance_hidden,moderate,leaf,sage-like aromatic,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1293,Sansevieria cylindrica,African Spear,unsupported_level,faint,flower,"Flowers produce mild sweet scent, usually at night.",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1296,Sansevieria zeylanica,Dracaena,unsupported_level,faint,flower,Faint nocturnal sweet fragrance when flowering.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1300,Satureja hortensis,Summer Savory,non_flower_fragrance_hidden,strong,leaf,Peppery thyme-oregano aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1307,Sciadopitys verticillata,Koyamaki,unsupported_level,faint,leaf,Mild resinous scent when crushed.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1307,Sciadopitys verticillata,Koyamaki,non_flower_fragrance_hidden,faint,leaf,Mild resinous scent when crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1308,Scilla bifolia,Alpine Squill,unsupported_level,faint,flower,Flowers very lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1309,Scilla mischtschenkoana,Mishchenko Squill,unsupported_level,faint,flower,mild honey-like,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1310,Scilla siberica,Siberian Squill,unsupported_level,faint,flower,Flowers very lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1315,Sedum spectabile,Butterfly Stonecrop,unsupported_level,faint,flower,Subtle honey scent attracts abundant pollinators.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1327,Sequoia sempervirens,Coast Redwood,unsupported_level,faint,"leaf,wood",Faint aromatic scent from crushed foliage and cut wood.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1327,Sequoia sempervirens,Coast Redwood,non_flower_fragrance_hidden,faint,"leaf,wood",Faint aromatic scent from crushed foliage and cut wood.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1328,Sequoiadendron giganteum,Giant Sequoia,unsupported_level,faint,"leaf,wood",Mild aromatic scent from crushed foliage.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1328,Sequoiadendron giganteum,Giant Sequoia,non_flower_fragrance_hidden,faint,"leaf,wood",Mild aromatic scent from crushed foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1330,Serissa foetida,Snowrose,unsupported_level,faint,flower,Flowers faintly sweet; crushed leaves have an unpleasant smell.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1334,Silybum marianum,Milk Thistle,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1338,Solanum betaceum,Tamarillo,unsupported_level,faint,flower,Faint musky scent from flowers.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1340,Solanum crispum,Chilean Potato Vine,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1341,Solanum lycopersicum,Tomato,non_flower_fragrance_hidden,moderate,leaf,Distinctive green herbal aroma from crushed foliage.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1345,Solidago canadensis,Canada Goldenrod,unsupported_level,faint,flower,Light honey-like scent attractive to late-season pollinators.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1346,Solidago rugosa,Common Wrinkle-Leaved Goldenrod,unsupported_level,faint,"flower,leaf",Flowers mildly honey-sweet; foliage faintly anise-like when crushed.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1347,Solidago sphacelata,Autumn Goldenrod,unsupported_level,faint,flower,Flowers lightly honey-scented to pollinators; barely perceptible to humans.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1351,Sorbus alnifolia,Alder-Leaved Whitebeam,unsupported_level,faint,flower,Mild hawthorn-like scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1352,Sorbus americana,American Mountain Ash,unsupported_level,faint,flower,Musky hawthorn-like scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1355,Spathiphyllum wallisii,Peace Lily,unsupported_level,faint,flower,"Spathe emits a very faint sweet scent, most noticeable at close range.",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1357,Spiraea betulifolia,Birch-Leaved Spirea,unsupported_level,faint,flower,Flowers lightly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1358,Spiraea cantoniensis,Reeve's Spirea,unsupported_level,faint,flower,Flowers lightly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1360,Spiraea nipponica,Snowmound Spirea,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1361,Spiraea prunifolia,Bridal-Wreath,unsupported_level,faint,flower,Flowers lightly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1362,Spiraea thunbergii,Thunberg's Meadowsweet,unsupported_level,faint,flower,Mild sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1363,Spiraea x bumalda,Japanese Spiraea,unsupported_level,faint,flower,Mild honey-like scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1364,Stachys byzantina,Woolly Hedgenettle,unsupported_level,faint,leaf,mild herbaceous,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1364,Stachys byzantina,Woolly Hedgenettle,non_flower_fragrance_hidden,faint,leaf,mild herbaceous,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1365,Stachys officinalis,Common Hedge-Nettle,unsupported_level,faint,leaf,mild herbaceous,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1365,Stachys officinalis,Common Hedge-Nettle,non_flower_fragrance_hidden,faint,leaf,mild herbaceous,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1368,Stevia rebaudiana,Stevia,unsupported_level,faint,leaf,Subtle sweet-herbal aroma when crushed.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1368,Stevia rebaudiana,Stevia,non_flower_fragrance_hidden,faint,leaf,Subtle sweet-herbal aroma when crushed.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1369,Stewartia koreana,Japanese Stewartia,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1370,Stewartia monadelpha,Tall Stewartia,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1376,Styphnolobium japonicum,Japanese Pagoda Tree,unsupported_level,faint,flower,mild sweet,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1377,Styrax japonicus,Japanese Snowbell,level_too_high_for_note,moderate,flower,"sweet, light",Fragrance note sounds weaker than the stored level.
AAA1380,Symphoricarpos albus,Common Snowberry,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1380,Symphoricarpos albus,Common Snowberry,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1381,Symphyotrichum ericoides,White Heath Aster,unsupported_level,faint,leaf,Foliage faintly aromatic when brushed; flowers nearly scentless.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1381,Symphyotrichum ericoides,White Heath Aster,non_flower_fragrance_hidden,faint,leaf,Foliage faintly aromatic when brushed; flowers nearly scentless.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1382,Symphyotrichum novae-angliae,New England Aster,unsupported_level,faint,flower,Light earthy-floral scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1383,Symphyotrichum oblongifolium,Aromatic Aster,non_flower_fragrance_hidden,moderate,leaf,"Foliage strongly aromatic with a balsamic, turpentine-like scent when bruised.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1389,Tagetes tenuifolia,Petite Marigold,non_flower_fragrance_hidden,moderate,leaf,Citrus-tarragon scent from crushed leaves — pleasant rather than the harsh marigold smell of T. erecta.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1390,Tamarix ramosissima,Saltcedar,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1391,Tanacetum parthenium,Feverfew,non_flower_fragrance_hidden,moderate,leaf,Bitter camphorous-citrus aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1392,Taraxacum officinale,Common Dandelion,unsupported_level,faint,flower,Flowers lightly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1396,Tecoma alata,Tecoma alata,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1396,Tecoma alata,Tecoma alata,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1397,Tecoma stans,Yellow Trumpet Flower,unsupported_level,faint,flower,Light sweet scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1398,Tellima grandiflora,Fringe Cups,unsupported_level,faint,flower,Subtle fragrance at dusk.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1404,Thelesperma filifolium,Stiff Greenthread,unsupported_level,faint,leaf,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1404,Thelesperma filifolium,Stiff Greenthread,non_flower_fragrance_hidden,faint,leaf,,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1404,Thelesperma filifolium,Stiff Greenthread,missing_notes,faint,leaf,,Non-none fragrance should have notes for the card copy.
AAA1405,Thuja occidentalis,Northern Whitecedar,non_flower_fragrance_hidden,moderate,leaf,"Crushed foliage has a distinctive warm resinous-fruity scent, sometimes likened to pineapple.",Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1408,Thymophylla tenuiloba,Bristleleaf Pricklyleaf,unsupported_level,faint,leaf,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1408,Thymophylla tenuiloba,Bristleleaf Pricklyleaf,non_flower_fragrance_hidden,faint,leaf,,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1408,Thymophylla tenuiloba,Bristleleaf Pricklyleaf,missing_notes,faint,leaf,,Non-none fragrance should have notes for the card copy.
AAA1410,Thymus pseudolanuginosus,Woolly Thyme,unsupported_level,faint,leaf,Faint thyme scent compared to culinary thymes.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1410,Thymus pseudolanuginosus,Woolly Thyme,non_flower_fragrance_hidden,faint,leaf,Faint thyme scent compared to culinary thymes.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1412,Thymus vulgaris,Common Thyme,non_flower_fragrance_hidden,strong,leaf,Pungent herbal-phenolic aroma from thymol.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1413,Thymus x citriodorus,Lemon Thyme,non_flower_fragrance_hidden,strong,leaf,Strong lemon-thyme aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1414,Tiarella cordifolia,Heartleaf Foamflower,unsupported_level,faint,flower,Flowers only lightly sweet-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1422,Tillandsia usneoides,Spanish Moss,unsupported_level,faint,flower,Tiny flowers have a light sweet scent most noticeable at night.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1423,Tithonia rotundifolia,Red Sunflower,unsupported_level,faint,leaf,Slight resinous scent when foliage bruised.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1423,Tithonia rotundifolia,Red Sunflower,non_flower_fragrance_hidden,faint,leaf,Slight resinous scent when foliage bruised.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1426,Torreya californica,California Torreya,non_flower_fragrance_hidden,moderate,leaf,Pungent resinous aroma when needles crushed—sometimes compared to sage or tomato leaf.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1432,Tragopogon porrifolius,Purple Salsify,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1432,Tragopogon porrifolius,Purple Salsify,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1433,Trifolium dubium,Lesser Hop Trefoil,unsupported_level,faint,flower,Flowers lightly honey-scented.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1436,Trillium cuneatum,Little Sweet Betsy,unsupported_level,faint,flower,"spicy, fruity",Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1438,Tropaeolum majus,Garden Nasturtium,unsupported_level,faint,"flower,leaf",Slightly peppery scent; not notable floral fragrance.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1439,Tropaeolum minus,Dwarf Nasturtium,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1439,Tropaeolum minus,Dwarf Nasturtium,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1441,Tsuga mertensiana,Mountain Hemlock,unsupported_level,faint,leaf,Mild resinous conifer scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1441,Tsuga mertensiana,Mountain Hemlock,non_flower_fragrance_hidden,faint,leaf,Mild resinous conifer scent.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1443,Tulipa clusiana,Lady Tulip,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1444,Tulipa gesneriana,Garden Tulip,unsupported_level,faint,flower,Most modern tulips are only lightly scented; some heirloom cultivars (particularly Double Early types) retain stronger fragrance.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1445,Tulipa greigii,Tulipa greigii,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1446,Tulipa kaufmanniana,Waterlily Tulip,unsupported_level,faint,flower,mild,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1447,Tulipa tarda,Late Tulip,unsupported_level,faint,flower,mild sweet,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1448,Tussilago farfara,Colt's-Foot,unsupported_level,faint,flower,Light honey scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1453,Umbellularia californica,California Bay,non_flower_fragrance_hidden,strong,"leaf,wood",Intensely pungent camphor-laurel fragrance when crushed — stronger than Mediterranean bay.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
AAA1456,Vaccinium corymbosum,Northern Highbush Blueberry,unsupported_level,faint,flower,Subtle honey aroma when in bloom.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1460,Vanda coerulea,Blue Vanda,unsupported_level,faint,flower,Very faint or no fragrance.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1461,Verbascum thapsus,Great Mullein,unsupported_level,faint,flower,Light honey scent.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1462,Verbena bonariensis,Purpletop Vervain,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1462,Verbena bonariensis,Purpletop Vervain,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1463,Verbena canadensis,Rose Vervain,unsupported_level,faint,flower,,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1463,Verbena canadensis,Rose Vervain,missing_notes,faint,flower,,Non-none fragrance should have notes for the card copy.
AAA1464,Verbena officinalis,Common Vervain,unsupported_level,faint,leaf,Mild subtle aroma.,Swift enum/docs support none/light/moderate/strong; data uses unsupported level.
AAA1464,Verbena officinalis,Common Vervain,non_flower_fragrance_hidden,faint,leaf,Mild subtle aroma.,Current FragranceNotesCard only shows when parts contains flower; this scent will be hidden.
